1697776068.000000, IBI
36.015625,0.718750
36.687500,0.671875
37.359375,0.671875
38.031250,0.671875
38.718750,0.687500
39.359375,0.640625
40.015625,0.656250
40.656250,0.640625
41.328125,0.671875
41.968750,0.640625
42.656250,0.687500
43.250000,0.593750
43.921875,0.671875
44.578125,0.656250
45.218750,0.640625
45.828125,0.609375
107.828125,0.593750
108.437500,0.609375
109.062500,0.625000
109.718750,0.656250
110.421875,0.703125
111.140625,0.718750
111.859375,0.718750
112.656250,0.796875
153.921875,0.625000
154.578125,0.656250
155.250000,0.671875
155.921875,0.671875
156.593750,0.671875
157.250000,0.656250
157.921875,0.671875
158.593750,0.671875
159.265625,0.671875
211.328125,0.656250
211.968750,0.640625
212.656250,0.687500
213.343750,0.687500
214.000000,0.656250
214.671875,0.671875
215.359375,0.687500
216.031250,0.671875
216.609375,0.578125
221.093750,0.640625
284.531250,0.703125
285.187500,0.656250
333.203125,0.593750
422.937500,0.750000
423.734375,0.796875
424.546875,0.812500
425.281250,0.734375
426.046875,0.765625
508.718750,0.546875
558.156250,0.734375
558.937500,0.781250
559.671875,0.734375
560.390625,0.718750
561.203125,0.812500
574.000000,0.640625
577.687500,0.609375
578.312500,0.625000
578.890625,0.578125
579.546875,0.656250
580.171875,0.625000
580.796875,0.625000
581.453125,0.656250
582.093750,0.640625
582.765625,0.671875
630.718750,0.640625
631.375000,0.656250
632.062500,0.687500
632.687500,0.625000
633.312500,0.625000
633.968750,0.656250
634.468750,0.500000
665.406250,0.671875
666.109375,0.703125
666.796875,0.687500
698.140625,0.687500
698.796875,0.656250
699.484375,0.687500
700.203125,0.718750
700.781250,0.578125
701.343750,0.562500
701.890625,0.546875
712.843750,0.687500
901.859375,0.703125
988.078125,0.609375
1014.296875,0.703125
1015.015625,0.718750
1015.687500,0.671875
1016.359375,0.671875
1017.062500,0.703125
1017.765625,0.703125
1018.453125,0.687500
1019.156250,0.703125
1019.812500,0.656250
1020.437500,0.625000
1021.062500,0.625000
1021.593750,0.531250
1022.281250,0.687500
1022.875000,0.593750
1023.468750,0.593750
1024.078125,0.609375
1024.656250,0.578125
1025.265625,0.609375
1025.890625,0.625000
1026.578125,0.687500
1031.187500,0.656250
1031.812500,0.625000
1032.421875,0.609375
1033.015625,0.593750
1033.625000,0.609375
1034.218750,0.593750
1034.875000,0.656250
1035.640625,0.765625
1036.359375,0.718750
1037.062500,0.703125
1037.765625,0.703125
1038.500000,0.734375
1039.187500,0.687500
1039.859375,0.671875
1040.531250,0.671875
1041.250000,0.718750
1042.000000,0.750000
1042.750000,0.750000
1043.453125,0.703125
1044.171875,0.718750
1044.859375,0.687500
1051.015625,0.687500
1051.750000,0.734375
1052.453125,0.703125
1053.187500,0.734375
1053.906250,0.718750
1076.468750,0.656250
1077.109375,0.640625
1077.781250,0.671875
1078.484375,0.703125
1079.234375,0.750000
1079.921875,0.687500
1080.625000,0.703125
1086.468750,0.625000
1087.093750,0.625000
1087.750000,0.656250
1088.390625,0.640625
1177.968750,0.500000
1317.296875,0.984375
1412.046875,0.562500
1412.640625,0.593750
1413.187500,0.546875
1413.734375,0.546875
1414.312500,0.578125
1414.890625,0.578125
1415.437500,0.546875
1416.031250,0.593750
