1697970245.000000, IBI
96.640625,0.531250
97.171875,0.531250
117.968750,0.437500
118.421875,0.453125
118.875000,0.453125
119.312500,0.437500
119.765625,0.453125
120.203125,0.437500
120.656250,0.453125
123.718750,0.437500
124.140625,0.421875
124.578125,0.437500
125.015625,0.437500
125.437500,0.421875
125.875000,0.437500
126.343750,0.468750
126.765625,0.421875
127.234375,0.468750
127.718750,0.484375
128.203125,0.484375
128.703125,0.500000
129.187500,0.484375
129.687500,0.500000
130.187500,0.500000
130.687500,0.500000
131.187500,0.500000
131.671875,0.484375
132.156250,0.484375
138.140625,0.562500
138.687500,0.546875
139.250000,0.562500
139.796875,0.546875
140.343750,0.546875
140.875000,0.531250
141.406250,0.531250
141.937500,0.531250
142.453125,0.515625
365.031250,0.531250
477.953125,0.562500
478.546875,0.593750
479.140625,0.593750
484.890625,0.515625
485.421875,0.531250
758.093750,0.484375
760.921875,0.484375
874.265625,0.500000
874.765625,0.500000
875.265625,0.500000
875.765625,0.500000
876.296875,0.531250
876.828125,0.531250
877.359375,0.531250
877.859375,0.500000
884.781250,0.500000
885.281250,0.500000
885.781250,0.500000
886.281250,0.500000
886.781250,0.500000
887.265625,0.484375
887.765625,0.500000
888.265625,0.500000
888.750000,0.484375
889.218750,0.468750
889.687500,0.468750
890.187500,0.500000
890.671875,0.484375
891.156250,0.484375
891.656250,0.500000
892.171875,0.515625
983.921875,0.546875
984.453125,0.531250
984.968750,0.515625
985.515625,0.546875
986.046875,0.531250
986.578125,0.531250
987.093750,0.515625
987.609375,0.515625
988.140625,0.531250
988.656250,0.515625
989.171875,0.515625
989.687500,0.515625
990.203125,0.515625
1060.359375,0.453125
1060.828125,0.468750
1061.281250,0.453125
1061.734375,0.453125
1062.203125,0.468750
1062.687500,0.484375
1063.156250,0.468750
1063.625000,0.468750
1118.828125,0.515625
1119.343750,0.515625
1119.843750,0.500000
1120.343750,0.500000
1120.843750,0.500000
1555.750000,0.625000
1556.343750,0.593750
1556.921875,0.578125
1557.468750,0.546875
1558.000000,0.531250
1558.531250,0.531250
1559.046875,0.515625
1559.562500,0.515625
1560.093750,0.531250
1560.625000,0.531250
1561.140625,0.515625
1561.671875,0.531250
1562.203125,0.531250
1571.453125,0.531250
1571.953125,0.500000
1572.468750,0.515625
1572.968750,0.500000
1573.500000,0.531250
1574.015625,0.515625
1574.562500,0.546875
1575.093750,0.531250
1575.625000,0.531250
1576.156250,0.531250
1576.687500,0.531250
1577.203125,0.515625
